path,subject_id,text,best_match_colname,best_match_score,best_match_idx
"['Person', 'Guglielmo Faggioli']",<https://orcid.org/0000-0002-5070-2049>,Person Guglielmo Faggioli,,,
"['Person', 'Stefano Marchesin']",<https://orcid.org/0000-0003-0362-5893>,Person Stefano Marchesin,,,
"['Person', 'Gianmaria Silvello']",<https://orcid.org/0000-0003-4970-4554>,Person Gianmaria Silvello,,,
"['Activity', 'activityEndYear']",<https://w3id.org/brainteaser/ontology/schema/activityEndYear>,Activity activityEndYear,date_spiro,0.25303763,18-0
"['Activity', 'acitivityStartYear']",<https://w3id.org/brainteaser/ontology/schema/activityStartYear>,Activity acitivityStartYear,delta_observation_time0,0.25763026,10-0
"['Activity', 'Lifestyle', 'alcoholUse']",<https://w3id.org/brainteaser/ontology/schema/alcoholUse>,Activity Lifestyle alcoholUse,occupation_Food_processing_wood_working_garment_and_other_craft_and_related_trades_workers,0.25897273,17-130
"['Activity', 'Lifestyle', 'diet']",<https://w3id.org/brainteaser/ontology/schema/diet>,Activity Lifestyle diet,basal_calories,0.28970253,6-2
"['Activity', 'Lifestyle', 'sexuality']",<https://w3id.org/brainteaser/ontology/schema/sexuality>,Activity Lifestyle sexuality,sex_Male,0.1728275,17-71
"['Activity', 'Lifestyle', 'sunExposure']",<https://w3id.org/brainteaser/ontology/schema/sunExposure>,Activity Lifestyle sunExposure,max_temperature_num,0.18070918,0-33
"['Activity', 'Physical Activity', 'activityType']",<https://w3id.org/brainteaser/ontology/schema/activityType>,Activity Physical Activity activityType,onset_limb_type_lower-proximal-limb,0.3861364,25-97
"['Activity', 'Physical Activity', 'intensity']",<https://w3id.org/brainteaser/ontology/schema/intensity>,Activity Physical Activity intensity,active_calories,0.3366583,6-1
"['Activity', 'Physical Activity', 'weeklyFrequency']",<https://w3id.org/brainteaser/ontology/schema/weeklyFrequency>,Activity Physical Activity weeklyFrequency,week_from_baseline,0.35641047,0-0
"['Activity', 'Smoking', 'before20Years']",<https://w3id.org/brainteaser/ontology/schema/before20Years>,Activity Smoking before20Years,smoking_startYear,0.4001277,17-11
"['Activity', 'Smoking', 'dailyCigarettes']",<https://w3id.org/brainteaser/ontology/schema/dailyCigarettes>,Activity Smoking dailyCigarettes,smoking_False,0.33828753,17-160
"['Activity', 'Smoking', 'packYear']",<https://w3id.org/brainteaser/ontology/schema/packYear>,Activity Smoking packYear,smoking_endYear,0.3705316,17-12
"['Administration', 'administrationFrequency']",<https://w3id.org/brainteaser/ontology/schema/administrationFrequency>,Administration administrationFrequency,occupation_Business_and_administration_professionals,0.19441542,17-121
"['Administration', 'administrationRoute']",<https://w3id.org/brainteaser/ontology/schema/administrationRoute>,Administration administrationRoute,,,
"['Administration', 'administrationUoM']",<https://w3id.org/brainteaser/ontology/schema/administrationUoM>,Administration administrationUoM,occupation_Administrative_and_commercial_managers,0.3010364,17-116
"['Administration', 'administrationDose']",<https://w3id.org/brainteaser/ontology/schema/adminstrationDose>,Administration administrationDose,occupation_Chief_executives_senior_officials_and_legislators,0.27151445,17-122
"['Adverse Drug Reaction', 'Adverse Drug Event']",<http://purl.obolibrary.org/obo/OAE_0000005>,Adverse Drug Reaction Adverse Drug Event,date_alsfrs_r,0.18084662,26-2
"['Adverse Drug Reaction', 'Administration of Ineffective Drug']",<http://purl.obolibrary.org/obo/OAE_0000220>,Adverse Drug Reaction Administration of Ineffective Drug,,,
"['Adverse Drug Reaction', 'Drug Hypersensitivity AE']",<http://purl.obolibrary.org/obo/OAE_0000890>,Adverse Drug Reaction Drug Hypersensitivity AE,mixedMN_False,0.18737596,25-83
"['Adverse Drug Reaction', 'Drug Intolerance AE']",<http://purl.obolibrary.org/obo/OAE_0000891>,Adverse Drug Reaction Drug Intolerance AE,,,
"['Anatomic Site', 'Eye']",<http://purl.obolibrary.org/obo/NCIT_C12401>,Anatomic Site Eye,,,
"['Anatomic Site', 'Head']",<http://purl.obolibrary.org/obo/NCIT_C12419>,Anatomic Site Head,head_neck_surgery_last_5_years,0.28956544,17-67
"['Anatomic Site', 'Limb']",<http://purl.obolibrary.org/obo/NCIT_C12429>,Anatomic Site Limb,onset_limb_type_upper-lower-distal-proximal-left-right-limb,0.4197895,25-109
"['Anatomic Site', 'Bone Marrow']",<http://purl.obolibrary.org/obo/NCIT_C12431>,Anatomic Site Bone Marrow,upper_limb_surgery_last_5_years,0.1991397,25-57
"['Anatomic Site', 'Brain']",<http://purl.obolibrary.org/obo/NCIT_C12439>,Anatomic Site Brain,location_upper left,0.32865414,14-10
"['Anatomic Site', 'Brain Stem']",<http://purl.obolibrary.org/obo/NCIT_C12441>,Anatomic Site Brain Stem,mri_area_label_Brain Stem,0.42300522,15-3
"['Anatomic Site', 'Cerebellum']",<http://purl.obolibrary.org/obo/NCIT_C12445>,Anatomic Site Cerebellum,centre_turin,0.2754954,15-20
"['Anatomic Site', 'Spinal Cord']",<http://purl.obolibrary.org/obo/NCIT_C12464>,Anatomic Site Spinal Cord,mri_area_label_Spinal Cord,0.39415526,15-5
"['Anatomic Site', 'Supratentorial Brain']",<http://purl.obolibrary.org/obo/NCIT_C12512>,Anatomic Site Supratentorial Brain,onset_limb_type_upper-lower-distal-proximal-left-right-limb,0.33194053,17-109
"['Anatomic Site', 'Abdomen']",<http://purl.obolibrary.org/obo/NCIT_C12664>,Anatomic Site Abdomen,,,
"['Anatomic Site', 'Upper Extremity']",<http://purl.obolibrary.org/obo/NCIT_C12671>,Anatomic Site Upper Extremity,onset_limb_type_upper-proximal-left-limb,0.31417337,25-111
"['Anatomic Site', 'Lower Extremity']",<http://purl.obolibrary.org/obo/NCIT_C12742>,Anatomic Site Lower Extremity,lower_limb_surgery_more_than_5_years,0.30772567,25-60
"['Anatomic Site', 'Pelvis']",<http://purl.obolibrary.org/obo/NCIT_C12767>,Anatomic Site Pelvis,pelvic_surgery_last_5_years,0.19943896,25-65
"['Anatomic Site', 'Thorax']",<http://purl.obolibrary.org/obo/NCIT_C12799>,Anatomic Site Thorax,thoracic_trauma_last_5_years,0.31344128,25-47
"['Anatomic Site', 'Cervical Spinal Cord']",<http://purl.obolibrary.org/obo/NCIT_C12892>,Anatomic Site Cervical Spinal Cord,mri_area_label_Cervical Spinal Cord,0.41951114,15-4
"['Anatomic Site', 'Thoracic Spinal Cord']",<http://purl.obolibrary.org/obo/NCIT_C12894>,Anatomic Site Thoracic Spinal Cord,mri_area_label_Thoracic Spinal Cord,0.4383743,15-6
"['Anatomic Site', 'Vertebral Column']",<http://purl.obolibrary.org/obo/NCIT_C12998>,Anatomic Site Vertebral Column,lumbo_sacral_spine_surgery_last_5_years,0.3717883,25-55
"['Anatomic Site', 'Neck']",<http://purl.obolibrary.org/obo/NCIT_C13063>,Anatomic Site Neck,neck_trauma_last_5_years,0.32847807,17-43
"['Anatomic Site', 'Sphincter']",<http://purl.obolibrary.org/obo/NCIT_C28381>,Anatomic Site Sphincter,,,
"['Anatomic Site', 'Lumbosacral Region']",<http://purl.obolibrary.org/obo/NCIT_C48824>,Anatomic Site Lumbosacral Region,lumbo_sacral_trauma_last_5_years,0.31349978,17-49
"['Anatomic Site', 'Cervical Spine']",<http://purl.obolibrary.org/obo/NCIT_C69313>,Anatomic Site Cervical Spine,cervical_spine_surgery_more_than_5_years,0.4274279,17-52
"['Anatomic Site', 'Lumbar Spine']",<http://purl.obolibrary.org/obo/NCIT_C69314>,Anatomic Site Lumbar Spine,lumbo_sacral_spine_surgery_more_than_5_years,0.43880147,17-56
"['Anatomic Site', 'Thoracic Spine']",<http://purl.obolibrary.org/obo/NCIT_C69315>,Anatomic Site Thoracic Spine,thoracic_spine_surgery_last_5_years,0.42541665,17-53
"['Clinical Trial', 'conductedInClinic']",<https://w3id.org/brainteaser/ontology/schema/conductedInClinic>,Clinical Trial conductedInClinic,centre_turin,0.28509218,9-2
"['Clinical Trial', 'isAboutDisease']",<https://w3id.org/brainteaser/ontology/schema/isAboutDisease>,Clinical Trial isAboutDisease,respiration_alpha1_ExpRange,0.22385463,6-66
"['Clinical Trial', 'clinicalTrialDescription']",<https://w3id.org/brainteaser/ontology/schema/clinicalTrialDescription>,Clinical Trial clinicalTrialDescription,Time,0.29942608,16-1
"['Clinical Trial Participation', 'inClinicalTrial']",<https://w3id.org/brainteaser/ontology/schema/inClinicalTrial>,Clinical Trial Participation inClinicalTrial,sex_male,0.2995428,12-9
"['Clinical Trial Participation', 'endReason']",<https://w3id.org/brainteaser/ontology/schema/endReason>,Clinical Trial Participation endReason,outcome_occurred,0.39350978,13-0
"['Clinical Trial Participation', 'participationEnd']",<https://w3id.org/brainteaser/ontology/schema/participationEnd>,Clinical Trial Participation participationEnd,outcome_time,0.35841227,13-1
"['Clinical Trial Participation', 'participationStart']",<https://w3id.org/brainteaser/ontology/schema/participationStart>,Clinical Trial Participation participationStart,week_from_baseline,0.3143383,1-0
"['Clinics and Hospitals', 'Institute of Molecular Medicine Joao Lobo Antunes']",<https://imm.medicina.ulisboa.pt/>,Clinics and Hospitals Institute of Molecular Medicine Joao Lobo Antunes,"TARDBP mutation_c.1144G>A, p.(Ala382Thr)",0.29843032,25-175
"['Clinics and Hospitals', 'Hospital General Universitario Gregorio Marañón']",<https://www.comunidad.madrid/hospital/gregoriomaranon/>,Clinics and Hospitals Hospital General Universitario Gregorio Marañón,centre_U,0.27452296,24-8
"['Clinics and Hospitals', 'Mondino Foundation']",<https://www.mondino.it/>,Clinics and Hospitals Mondino Foundation,centre_L,0.2613086,26-19
"['Clinics and Hospitals', 'University of Padua']",<https://www.unipd.it/>,Clinics and Hospitals University of Padua,centre_U,0.31552017,26-21
"['Clinics and Hospitals', 'University of Turin']",<https://www.unito.it/>,Clinics and Hospitals University of Turin,centre_turin,0.3649747,11-3
"['Conditon', 'conditionEnd']",<https://w3id.org/brainteaser/ontology/schema/conditionEnd>,Conditon conditionEnd,,,
"['Conditon', 'conditionStart']",<https://w3id.org/brainteaser/ontology/schema/conditionStart>,Conditon conditionStart,other_symptoms_RM+,0.16026354,12-17
"['Conditon', 'Comorbidity', 'determinedBy']",<https://w3id.org/brainteaser/ontology/schema/determinedBy>,Conditon Comorbidity determinedBy,supratentorial_symptom,0.3707224,12-6
"['Conditon', 'Comorbidity', 'comorbiditySeverity']",<https://w3id.org/brainteaser/ontology/schema/comorbiditySeverity>,Conditon Comorbidity comorbiditySeverity,Creatinine_level,0.25917062,17-21
"['Conditon', 'Comorbidity', 'comorbidityTreatment']",<https://w3id.org/brainteaser/ontology/schema/comorbidityTreatment>,Conditon Comorbidity comorbidityTreatment,occupation_Hospitality_retail_and_other_services_managers,0.25598535,17-135
"['Disease, Disorder or Finding', 'Amenorrhea due to Pituitary Dysfunction']",<http://purl.bioontology.org/ontology/SNOMEDCT/1144987003>,"Disease, Disorder or Finding Amenorrhea due to Pituitary Dysfunction",onset_limb_type_limb,0.20220742,25-85
"['Disease, Disorder or Finding', 'Autoimmune Pancytopenia']",<http://purl.bioontology.org/ontology/SNOMEDCT/183005>,"Disease, Disorder or Finding Autoimmune Pancytopenia",autoimmune_disease_True,0.44332486,25-192
"['Disease, Disorder or Finding', ""Bell's Palsy""]",<http://purl.bioontology.org/ontology/SNOMEDCT/193093009>,"Disease, Disorder or Finding Bell's Palsy",onset_limb_type_lower-distal-proximal-left-limb,0.3239529,17-89
"['Disease, Disorder or Finding', 'Prolapsed Lumbar Intervertebral Disc']",<http://purl.bioontology.org/ontology/SNOMEDCT/202708005>,"Disease, Disorder or Finding Prolapsed Lumbar Intervertebral Disc",lumbo_sacral_spine_surgery_last_5_years,0.46366376,17-55
"['Disease, Disorder or Finding', 'Lumbar Hernia']",<http://purl.bioontology.org/ontology/SNOMEDCT/23344004>,"Disease, Disorder or Finding Lumbar Hernia",thoracic_spine_surgery_more_than_5_years,0.32851675,17-54
"['Disease, Disorder or Finding', 'Pulmonary Thromboembolism']",<http://purl.bioontology.org/ontology/SNOMEDCT/233935004>,"Disease, Disorder or Finding Pulmonary Thromboembolism",LDL_Cholesterol_upper_range,0.24800912,17-35
"['Disease, Disorder or Finding', 'Atopic Dermatitis']",<http://purl.bioontology.org/ontology/SNOMEDCT/24079001>,"Disease, Disorder or Finding Atopic Dermatitis",head_trauma_more_than_5_years,0.20417339,25-42
"['Disease, Disorder or Finding', 'Neutropenic Disorder']",<http://purl.bioontology.org/ontology/SNOMEDCT/303011007>,"Disease, Disorder or Finding Neutropenic Disorder",onset_limb_type_upper-proximal-right-limb,0.26125255,17-114
"['Disease, Disorder or Finding', 'Motor Neuron Disease']",<http://purl.bioontology.org/ontology/SNOMEDCT/37340000>,"Disease, Disorder or Finding Motor Neuron Disease",altered_potential_Motor,0.47580898,14-3
"['Disease, Disorder or Finding', 'Allergic Asthma']",<http://purl.bioontology.org/ontology/SNOMEDCT/389145006>,"Disease, Disorder or Finding Allergic Asthma",param_PM10,0.20110238,27-9
"['Disease, Disorder or Finding', 'Closed Fracture of Tibia']",<http://purl.bioontology.org/ontology/SNOMEDCT/447139008>,"Disease, Disorder or Finding Closed Fracture of Tibia",onset_limb_type_upper-proximal-left-right-limb,0.34669507,25-112
"['Disease, Disorder or Finding', 'Intervertebral Disc Prolapse']",<http://purl.bioontology.org/ontology/SNOMEDCT/73589001>,"Disease, Disorder or Finding Intervertebral Disc Prolapse",number_of_total_lesions_T2_0,0.3807097,15-15
"['Disease, Disorder or Finding', 'Pneumonia Caused By SARS-CoV-2']",<http://purl.bioontology.org/ontology/SNOMEDCT/882784691000119100>,"Disease, Disorder or Finding Pneumonia Caused By SARS-CoV-2",thoracic_trauma_last_5_years,0.2990848,17-47
"['Disease, Disorder or Finding', 'Neck Trauma']",<http://purl.bioontology.org/ontology/SNOMEDCT/90460009>,"Disease, Disorder or Finding Neck Trauma",neck_trauma_more_than_5_years,0.566926,25-44
"['Disease, Disorder or Finding', 'Herpes Simplex Keratitis']",<http://purl.bioontology.org/ontology/SNOMEDCT/9389005>,"Disease, Disorder or Finding Herpes Simplex Keratitis",head_trauma_last_5_years,0.20320109,25-41
"['Disease, Disorder or Finding', 'Two Vessel Coronary Disease']",<http://purl.obolibrary.org/obo/NCIT_C100023>,"Disease, Disorder or Finding Two Vessel Coronary Disease",cardiac_disease_True,0.4053741,17-198
"['Disease, Disorder or Finding', 'Sign or Symptom']",<http://purl.obolibrary.org/obo/NCIT_C100104>,"Disease, Disorder or Finding Sign or Symptom",other_symptoms_RM+,0.37671852,12-17
"['Disease, Disorder or Finding', 'Spina Bifida']",<http://purl.obolibrary.org/obo/NCIT_C101214>,"Disease, Disorder or Finding Spina Bifida",SOD1 mutation_False,0.32817194,17-164
"['Disease, Disorder or Finding', 'Angioedema']",<http://purl.obolibrary.org/obo/NCIT_C112175>,"Disease, Disorder or Finding Angioedema",onset_limb_type_lower-distal-left-right-limb,0.26024592,17-87
"['Disease, Disorder or Finding', 'Blepharitits']",<http://purl.obolibrary.org/obo/NCIT_C112183>,"Disease, Disorder or Finding Blepharitits",PM10_who,0.2814752,0-6
"['Disease, Disorder or Finding', 'Drug Hypersensitivity Syndrome']",<http://purl.obolibrary.org/obo/NCIT_C112208>,"Disease, Disorder or Finding Drug Hypersensitivity Syndrome",onset_limb_type_lower-limb,0.25954035,25-94
"['Disease, Disorder or Finding', 'Molluscum Contagiosum Virus']",<http://purl.obolibrary.org/obo/NCIT_C112357>,"Disease, Disorder or Finding Molluscum Contagiosum Virus",TARDBP mutation_True,0.161485,17-176
"['Disease, Disorder or Finding', 'Tinea Versicolor']",<http://purl.obolibrary.org/obo/NCIT_C112833>,"Disease, Disorder or Finding Tinea Versicolor",TARDBP mutation_False,0.17994848,17-172
"['Disease, Disorder or Finding', 'Ureteral Stenosis']",<http://purl.obolibrary.org/obo/NCIT_C115958>,"Disease, Disorder or Finding Ureteral Stenosis",onset_limb_type_lower-proximal-right-limb,0.28624818,25-98
"['Disease, Disorder or Finding', 'Anosmia']",<http://purl.obolibrary.org/obo/NCIT_C116369>,"Disease, Disorder or Finding Anosmia",other_symptoms_epilepsy,0.25231645,12-18
"['Disease, Disorder or Finding', 'Ageusia']",<http://purl.obolibrary.org/obo/NCIT_C116374>,"Disease, Disorder or Finding Ageusia",age_at_onset,0.3852911,3-1
"['Disease, Disorder or Finding', 'Subdural Hematoma']",<http://purl.obolibrary.org/obo/NCIT_C116585>,"Disease, Disorder or Finding Subdural Hematoma",number_of_total_lesions_T2_>=3,0.31447715,15-17
"['Disease, Disorder or Finding', 'Cognitive Impariment']",<http://purl.obolibrary.org/obo/NCIT_C116921>,"Disease, Disorder or Finding Cognitive Impariment",brainstem_symptom,0.3555806,3-5
"['Disease, Disorder or Finding', 'Migraine With Aura']",<http://purl.obolibrary.org/obo/NCIT_C117005>,"Disease, Disorder or Finding Migraine With Aura",location_lower left,0.2566444,14-7
"['Disease, Disorder or Finding', 'Post-Herpetic Neuralgia']",<http://purl.obolibrary.org/obo/NCIT_C117084>,"Disease, Disorder or Finding Post-Herpetic Neuralgia",onset_limb_type_lower-proximal-right-limb,0.2773648,17-98
"['Disease, Disorder or Finding', 'Blepharospasm']",<http://purl.obolibrary.org/obo/NCIT_C118723>,"Disease, Disorder or Finding Blepharospasm",PM10_mean,0.24913181,0-5
"['Disease, Disorder or Finding', 'Dog Bite']",<http://purl.obolibrary.org/obo/NCIT_C122419>,"Disease, Disorder or Finding Dog Bite",onset_limb_type_upper-distal-limb,0.29547283,17-102
"['Disease, Disorder or Finding', 'Acute Pyelonephritis']",<http://purl.obolibrary.org/obo/NCIT_C123215>,"Disease, Disorder or Finding Acute Pyelonephritis",onset_limb_type_upper-distal-right-limb,0.22189781,25-104
"['Disease, Disorder or Finding', 'Viral Pericarditis']",<http://purl.obolibrary.org/obo/NCIT_C128405>,"Disease, Disorder or Finding Viral Pericarditis",onset_limb_type_lower-proximal-right-limb,0.23936486,25-98
"['Disease, Disorder or Finding', 'Acquired Hypothyroidism']",<http://purl.obolibrary.org/obo/NCIT_C129644>,"Disease, Disorder or Finding Acquired Hypothyroidism",onset_limb_type_lower-right-limb,0.24855652,25-99
"['Disease, Disorder or Finding', 'Herpes Simplex Virus Infection']",<http://purl.obolibrary.org/obo/NCIT_C155871>,"Disease, Disorder or Finding Herpes Simplex Virus Infection",onset_limbs,0.24198394,25-10
"['Disease, Disorder or Finding', 'Basal Cell Carcinoma']",<http://purl.obolibrary.org/obo/NCIT_C156767>,"Disease, Disorder or Finding Basal Cell Carcinoma",SOD1 mutation_True,0.17447677,17-165
"['Disease, Disorder or Finding', 'Opioid Use Disorder']",<http://purl.obolibrary.org/obo/NCIT_C157942>,"Disease, Disorder or Finding Opioid Use Disorder",motor_subscore,0.22855935,26-5
"['Disease, Disorder or Finding', 'Pneumococcal Pneumonia']",<http://purl.obolibrary.org/obo/NCIT_C157959>,"Disease, Disorder or Finding Pneumococcal Pneumonia",centre_pavia,0.20012555,11-2
"['Disease, Disorder or Finding', 'COVID-19 Infection']",<http://purl.obolibrary.org/obo/NCIT_C171133>,"Disease, Disorder or Finding COVID-19 Infection",SOD1 mutation_p.Ala152Pro (GCC>CCC).,0.3182771,17-171
"['Disease, Disorder or Finding', 'Thoracic Trauma']",<http://purl.obolibrary.org/obo/NCIT_C171204>,"Disease, Disorder or Finding Thoracic Trauma",thoracic_trauma_more_than_5_years,0.55881864,25-48
"['Disease, Disorder or Finding', 'Hepatic Toxicity']",<http://purl.obolibrary.org/obo/NCIT_C185645>,"Disease, Disorder or Finding Hepatic Toxicity",LDL_Cholesterol_upper_range,0.21975997,25-35
"['Disease, Disorder or Finding', 'Abdominal Pain']",<http://purl.obolibrary.org/obo/NCIT_C26682>,"Disease, Disorder or Finding Abdominal Pain",abdominal_surgery_more_than_5_years,0.3102295,25-62
"['Disease, Disorder or Finding', 'Bacterial Pneumonia']",<http://purl.obolibrary.org/obo/NCIT_C26704>,"Disease, Disorder or Finding Bacterial Pneumonia",brainstem_symptom,0.23030835,3-5
"['Disease, Disorder or Finding', 'Celiac Disease']",<http://purl.obolibrary.org/obo/NCIT_C26714>,"Disease, Disorder or Finding Celiac Disease",LDL_Cholesterol_unit,0.17025939,25-36
"['Disease, Disorder or Finding', 'Chalazion']",<http://purl.obolibrary.org/obo/NCIT_C26717>,"Disease, Disorder or Finding Chalazion",lumbo_sacral_trauma_last_5_years,0.24341567,25-49
"['Disease, Disorder or Finding', 'Type 2 Diabetes Mellitus']",<http://purl.obolibrary.org/obo/NCIT_C26747>,"Disease, Disorder or Finding Type 2 Diabetes Mellitus",diabetes_True,0.39630735,17-188
"['Disease, Disorder or Finding', 'Cranial Nerve VII Palsy']",<http://purl.obolibrary.org/obo/NCIT_C26769>,"Disease, Disorder or Finding Cranial Nerve VII Palsy",onset_limb_type_lower-distal-proximal-left-right-limb,0.34378898,17-90
"['Disease, Disorder or Finding', 'Femur Fracture']",<http://purl.obolibrary.org/obo/NCIT_C26774>,"Disease, Disorder or Finding Femur Fracture",onset_limb_type_upper-distal-proximal-left-limb,0.3374239,25-103
"['Disease, Disorder or Finding', 'Gastritis']",<http://purl.obolibrary.org/obo/NCIT_C26780>,"Disease, Disorder or Finding Gastritis",onset_limb_type_lower-proximal-left-right-limb,0.16143662,25-96
"['Disease, Disorder or Finding', 'Glaucoma']",<http://purl.obolibrary.org/obo/NCIT_C26782>,"Disease, Disorder or Finding Glaucoma",onset_limb_type_lower-distal-left-limb,0.22736591,25-86
"['Disease, Disorder or Finding', 'Hypothyroidism']",<http://purl.obolibrary.org/obo/NCIT_C26800>,"Disease, Disorder or Finding Hypothyroidism",thyroid_disorder_True,0.42510688,17-192
"['Disease, Disorder or Finding', 'Keratitis']",<http://purl.obolibrary.org/obo/NCIT_C26805>,"Disease, Disorder or Finding Keratitis",onset_limb_type_lower-proximal-left-limb,0.15781468,25-95
"['Disease, Disorder or Finding', 'Keratoconus']",<http://purl.obolibrary.org/obo/NCIT_C26806>,"Disease, Disorder or Finding Keratoconus",autoimmune_disease_True,0.17482887,25-192
